frame,head_x,head_y,head_z,right_x,right_y,right_z,raw_x,raw_y,raw_z
1783,0.12792153947871057,-0.08317021624897097,1.1145292645819267,0.4647240236091117,-0.36099825983770134,0.2275183050261183,0.576326310634613,-0.45374011993408203,1.0214887857437134
1784,0.12797462445346808,-0.08355127502302129,1.1146406868659853,0.464837848286597,-0.36038681224153124,0.22759517118734857,0.5762991905212402,-0.4537257254123688,1.0214186906814575
1785,0.12797462445346808,-0.08355127502302129,1.1146406868659853,0.46487363095642714,-0.3602961288442826,0.22767558740116317,0.5763570070266724,-0.4536350667476654,1.0214850902557373
1786,0.1277952903579675,-0.08367019385813207,1.1145082367540866,0.46471552986530285,-0.3605718382103368,0.22761055308400585,0.5763570070266724,-0.4536350667476654,1.0214850902557373
1787,0.1277952903579675,-0.08367019385813207,1.1145082367540866,0.465012672216644,-0.36028911807404396,0.22791813727387727,0.5767309665679932,-0.4533555805683136,1.021696925163269
1788,0.12752546579711538,-0.08383139781540677,1.1144524087334837,0.46571696499778376,-0.3592019910372645,0.22898035365971708,0.5767113566398621,-0.453144907951355,1.0217281579971313
1789,0.12752546579711538,-0.08383139781540677,1.1144524087334837,0.46618563477971364,-0.35953285923246947,0.22908676430808056,0.5771849155426025,-0.4534852206707001,1.0217087268829346
1790,0.12752546579711538,-0.08383139781540677,1.1144524087334837,0.46618563477971364,-0.35953285923246947,0.22908676430808056,0.5771849155426025,-0.4534852206707001,1.0217087268829346
1791,0.12752546579711538,-0.08383139781540677,1.1144524087334837,0.46618563477971364,-0.35953285923246947,0.22908676430808056,0.5771849155426025,-0.4534852206707001,1.0217087268829346
1792,0.12702714571424625,-0.08381640926140313,1.1139393693850013,0.4667748009004127,-0.3587752557640512,0.2310459323411656,0.5770860314369202,-0.4533698558807373,1.022072672843933
1793,0.12702714571424625,-0.08381640926140313,1.1139393693850013,0.4667748009004127,-0.3587752557640512,0.2310459323411656,0.5770860314369202,-0.4533698558807373,1.022072672843933
1794,0.12702714571424625,-0.08381640926140313,1.1139393693850013,0.46689900233044673,-0.3585905519441923,0.23124956832012528,0.5772649049758911,-0.4531862139701843,1.0222316980361938
1795,0.12619566736142251,-0.08321589543641827,1.115094422010026,0.4681350534008888,-0.35956069498033694,0.22525649307729384,0.5774378180503845,-0.4531429708003998,1.022322177886963
1796,0.12619566736142251,-0.08321589543641827,1.115094422010026,0.4681350534008888,-0.35956069498033694,0.22525649307729384,0.5774378180503845,-0.4531429708003998,1.022322177886963
1797,0.12619566736142251,-0.08321589543641827,1.115094422010026,0.46817409399461907,-0.35936568595438967,0.22562579935734767,0.577576756477356,-0.45294442772865295,1.0226645469665527
1798,0.12572847011296687,-0.08271790789766377,1.1157959987554131,0.46798326292388226,-0.36103076347491314,0.22257274068313576,0.5775963664054871,-0.45292067527770996,1.022917628288269
1799,0.125523182501385,-0.08239045927660371,1.1161015972128756,0.46778529814003106,-0.3618347121107472,0.22126523144158733,0.5775565505027771,-0.4528178870677948,1.023101568222046
1800,0.1252181268842934,-0.08210422616495258,1.1164599297449678,0.46799684695473076,-0.3624288745939088,0.219460483220074,0.5775565505027771,-0.4528178870677948,1.023101568222046
1801,0.12484966894629984,-0.08166822363992145,1.1168490768414019,0.46811762273154395,-0.36345749635696667,0.21744934258094234,0.5776273012161255,-0.452822208404541,1.023163080215454
1802,0.12484966894629984,-0.08166822363992145,1.1168490768414019,0.46811762273154395,-0.36345749635696667,0.21744934258094234,0.5776273012161255,-0.452822208404541,1.023163080215454
1803,0.12422886799506067,-0.08080387347633995,1.1173377666111148,0.4677871627306448,-0.3663478417105146,0.2128029558925158,0.57783043384552,-0.4527676999568939,1.022006630897522
1804,0.12386789965359439,-0.08030977580316942,1.1176453181716113,0.4677258000874081,-0.3678410699071928,0.2100143139926754,0.5779507160186768,-0.45273107290267944,1.0212817192077637
1805,0.12363140151680749,-0.07987730607456499,1.1180583121189644,0.46730870079275366,-0.3692668914612478,0.2074980616543856,0.5779507160186768,-0.45273107290267944,1.0212817192077637
1806,0.12321409607030798,-0.07934957675780588,1.118666350210575,0.46717296370975,-0.3709104032310242,0.20347015998675683,0.5780071020126343,-0.4527413249015808,1.0207935571670532
1807,0.12296930776484463,-0.07884264908178029,1.1195421607430365,0.46662443792283453,-0.3727395356563606,0.1993507419889003,0.57804936170578,-0.45268526673316956,1.0204594135284424
1808,0.12296930776484463,-0.07884264908178029,1.1195421607430365,0.46662443792283453,-0.3727395356563606,0.1993507419889003,0.57804936170578,-0.45268526673316956,1.0204594135284424
1809,0.12296930776484463,-0.07884264908178029,1.1195421607430365,0.46662443792283453,-0.3727395356563606,0.1993507419889003,0.57804936170578,-0.45268526673316956,1.0204594135284424
1810,0.12182427352818197,-0.07740094756233196,1.1215712741953774,0.46588983276771584,-0.37761376292537485,0.18809744417410862,0.5780654549598694,-0.4530922472476959,1.0191642045974731
1811,0.12129214306397097,-0.07700268535235089,1.1217192079210008,0.4654811103789593,-0.3784993787360285,0.18637483055990361,0.5776194334030151,-0.453039288520813,1.019337773323059
1812,0.12076011628170026,-0.07663886357957078,1.1221752971540144,0.465325336804678,-0.37974351011234014,0.184492961278163,0.5776194334030151,-0.453039288520813,1.019337773323059
1813,0.12004075378423885,-0.07635514368369284,1.1227166444809935,0.4651092659772576,-0.38077879646419766,0.18207695186491285,0.5772984027862549,-0.4531058967113495,1.0196892023086548
1814,0.12004075378423885,-0.07635514368369284,1.1227166444809935,0.4645202902512912,-0.3805718333321607,0.18223743985882385,0.576751172542572,-0.4529004395008087,1.019960880279541
1815,0.11796474339579713,-0.0759038629512715,1.1240978795670231,0.4645277111102308,-0.38227763864092024,0.1765711837380724,0.5759943723678589,-0.4524082541465759,1.0195780992507935
1816,0.11667498292718358,-0.07572987596925164,1.1247217285491813,0.46517265192823076,-0.3832192712684784,0.17404872434865687,0.5759943723678589,-0.4524082541465759,1.0195780992507935
1817,0.11667498292718358,-0.07572987596925164,1.1247217285491813,0.46517265192823076,-0.3832192712684784,0.17404872434865687,0.5759943723678589,-0.4524082541465759,1.0195780992507935
1818,0.11523279352224088,-0.0756694067457988,1.125277333054497,0.4650978906712248,-0.3845159450841313,0.16933208647324577,0.5751329660415649,-0.4526231586933136,1.0180076360702515
1819,0.11321891989617752,-0.07567798278993566,1.126046797857394,0.46584551049355816,-0.3852605838784554,0.1664647592633806,0.5745347738265991,-0.45262986421585083,1.0180777311325073
1820,0.11091096701254588,-0.07581223421489927,1.1267577358722414,0.46598331312565644,-0.38538381469517624,0.1634065874138529,0.57313072681427,-0.4522000253200531,1.018658995628357
1821,0.11091096701254588,-0.07581223421489927,1.1267577358722414,0.46598331312565644,-0.38538381469517624,0.1634065874138529,0.57313072681427,-0.4522000253200531,1.018658995628357
1822,0.10675812924965944,-0.07599403260593529,1.1282439615065718,0.4662218472233617,-0.38422381201045636,0.15987013540062273,0.5699448585510254,-0.4510437846183777,1.0214877128601074
1823,0.10484649935866602,-0.07597210441749964,1.1286329918375795,0.46596729147122595,-0.3844738868900517,0.15872899715201766,0.568589985370636,-0.4507063031196594,1.0229673385620117
1824,0.10134656780508225,-0.07642475268126078,1.1270951558814126,0.46803840787379525,-0.38423358372007377,0.16398296832854992,0.5672422051429749,-0.45103374123573303,1.0241292715072632
1825,0.10134656780508225,-0.07642475268126078,1.1270951558814126,0.46658316608695444,-0.38420057047826717,0.1646733156055396,0.565926194190979,-0.45100733637809753,1.0250581502914429
1826,0.10134656780508225,-0.07642475268126078,1.1270951558814126,0.46658316608695444,-0.38420057047826717,0.1646733156055396,0.565926194190979,-0.45100733637809753,1.0250581502914429
1827,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1828,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1829,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1830,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1831,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1832,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1833,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1834,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1835,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1836,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1837,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1838,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1839,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1840,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1841,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
1842,0.10034843387244863,-0.07641537054178055,1.1267315891658534,0.46740391925836305,-0.3842453464579014,0.1638283359899671,0.565926194190979,-0.45100733637809753,1.0250581502914429
